,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
9501, C Class,2013,7495,Semi-Auto,77718,Diesel,30,64.2,2.1
9502, C Class,2015,10995,Semi-Auto,58734,Diesel,150,53.3,2.1
9503, C Class,2014,12995,Semi-Auto,36650,Diesel,150,53.3,2.1
9504, GLC Class,2017,27495,Semi-Auto,31654,Diesel,150,56.5,2.1
9505, B Class,2017,13500,Semi-Auto,15500,Diesel,20,70.6,1.5
9506, CLS Class,2014,13995,Automatic,48500,Diesel,145,54.3,2.1
9507, E Class,2016,13488,Automatic,85121,Diesel,125,61.4,2.1
9508, C Class,2017,14488,Automatic,66472,Diesel,30,64.2,2.1
9509, C Class,2011,7500,Manual,91000,Diesel,125,60.1,2.1
9510, B Class,2013,9995,Automatic,27500,Diesel,30,64.2,1.8
9511, E Class,2012,8750,Automatic,94500,Diesel,145,55.4,2.1
9512, C Class,2013,9750,Automatic,69700,Diesel,145,53.3,2.1
9513, M Class,2010,9995,Automatic,106800,Diesel,555,31.0,3.0
9514, A Class,2016,15495,Semi-Auto,37129,Diesel,20,68.9,2.1
9515, A Class,2017,15999,Manual,40862,Diesel,20,68.9,1.5
9516, A Class,2017,16299,Manual,25799,Diesel,20,68.9,1.5
9517, E Class,2010,7995,Automatic,70150,Diesel,235,44.1,2.1
9518, V Class,2019,45395,Automatic,9,Diesel,145,36.2,2.0
9519, GLC Class,2017,26024,Semi-Auto,45202,Diesel,125,56.5,2.1
9520, GLA Class,2016,20624,Semi-Auto,20026,Diesel,125,56.5,2.1
9521, GLE Class,2019,47995,Automatic,9,Diesel,145,36.7,2.0
9522, C Class,2019,25104,Semi-Auto,14725,Diesel,145,61.4,2.0
9523, E Class,2018,30495,Automatic,12250,Diesel,145,51.4,3.0
9524, C Class,2019,27924,Semi-Auto,9249,Diesel,145,57.7,2.0
9525, SL CLASS,2019,51124,Automatic,10627,Petrol,145,31.4,4.7
9526, A Class,2017,15924,Semi-Auto,25450,Petrol,145,53.3,1.6
9527, A Class,2019,24399,Semi-Auto,5321,Petrol,145,53.3,1.3
9528, E Class,2019,27799,Semi-Auto,13500,Diesel,145,67.3,2.0
9529, E Class,2019,36399,Automatic,15020,Diesel,145,48.7,3.0
9530, SL CLASS,2019,47789,Automatic,2000,Petrol,145,36.7,3.0
9531, C Class,2019,31599,Semi-Auto,3092,Petrol,145,44.1,1.5
9532, C Class,2019,29599,Semi-Auto,8746,Diesel,145,57.7,2.0
9533, E Class,2019,25149,Semi-Auto,10444,Diesel,145,72.4,2.0
9534, C Class,2017,18999,Semi-Auto,21459,Diesel,145,64.2,2.1
9535, C Class,2018,28399,Automatic,3438,Petrol,145,44.1,2.0
9536, C Class,2018,27649,Automatic,6232,Diesel,145,57.7,2.0
9537, A Class,2017,16000,Manual,27938,Diesel,20,68.9,1.5
9538, A Class,2015,11000,Manual,64002,Diesel,30,65.7,2.1
9539, GLC Class,2018,32890,Semi-Auto,16000,Diesel,145,56.5,2.1
9540, C Class,2013,22995,Semi-Auto,49964,Petrol,570,23.0,6.2
9541, C Class,2017,23000,Semi-Auto,19000,Petrol,145,47.1,2.0
9542, C Class,2016,33500,Automatic,25000,Petrol,300,34.0,3.0
9543, A Class,2019,19493,Automatic,2869,Petrol,145,28.5,1.3
9544, C Class,2019,27750,Automatic,4000,Diesel,145,56.5,2.0
9545, C Class,2019,28950,Automatic,8500,Diesel,145,54.3,2.0
9546, B Class,2019,27950,Semi-Auto,1870,Petrol,145,44.1,1.3
9547, GLC Class,2019,38950,Automatic,9685,Diesel,145,40.9,2.0
9548, GLS Class,2018,72950,Automatic,7390,Petrol,150,23.0,5.5
9549, GLE Class,2019,50950,Automatic,11800,Petrol,150,30.1,3.0
9550, GLC Class,2019,32950,Automatic,3500,Diesel,150,42.2,2.1
9551, CL Class,2020,38624,Semi-Auto,19,Petrol,150,36.7,2.0
9552, GLC Class,2018,31124,Semi-Auto,4291,Diesel,150,56.5,2.1
9553, GLC Class,2019,29995,Semi-Auto,10007,Petrol,145,43.5,2.0
9554, C Class,2017,22124,Semi-Auto,28848,Petrol,145,52.3,2.0
9555, E Class,2016,19495,Semi-Auto,26953,Diesel,20,72.4,2.0
9556, C Class,2017,23124,Automatic,22811,Petrol,145,47.1,2.0
9557, E Class,2017,25124,Automatic,31968,Diesel,145,61.4,2.0
9558, C Class,2017,21124,Semi-Auto,28023,Diesel,30,61.4,2.1
9559, A Class,2019,25495,Automatic,9,Petrol,145,53.3,1.3
9560, SL CLASS,2019,52995,Automatic,682,Petrol,145,29.4,3.0
9561, CL Class,2017,28838,Semi-Auto,44000,Petrol,150,40.9,2.0
9562, C Class,2015,18990,Semi-Auto,25199,Diesel,30,64.2,2.1
9563, C Class,2018,20771,Semi-Auto,18321,Diesel,145,60.1,2.1
9564, A Class,2016,16995,Semi-Auto,21644,Diesel,20,68.9,2.1
9565, A Class,2017,16912,Semi-Auto,12717,Diesel,145,70.6,2.1
9566, B Class,2016,12899,Manual,15601,Petrol,145,49.6,1.6
9567, E Class,2016,19499,Semi-Auto,28530,Diesel,30,65.7,2.0
9568, C Class,2007,3495,Automatic,119168,Petrol,300,33.6,1.8
9569, A Class,2016,15000,Automatic,45000,Diesel,20,70.6,2.1
9570, E Class,2015,13995,Automatic,67000,Diesel,30,64.2,2.1
9571, GLA Class,2015,17495,Semi-Auto,38123,Diesel,125,56.5,2.1
9572, B Class,2012,8750,Manual,54695,Diesel,125,61.4,1.8
9573, A Class,2017,14999,Manual,18791,Petrol,125,51.4,1.6
9574, A Class,2017,15999,Manual,12279,Diesel,20,68.9,1.5
9575, A Class,2014,11980,Manual,40512,Petrol,145,49.6,1.6
9576, C Class,2016,16500,Automatic,51936,Diesel,30,64.2,2.1
9577, S Class,2005,7995,Automatic,39000,Diesel,315,36.7,3.2
9578, E Class,2016,21995,Automatic,15000,Diesel,135,56.5,2.1
9579, E Class,2005,3995,Automatic,73000,Petrol,325,32.5,1.8
9580, V Class,2013,14995,Automatic,78000,Diesel,300,38.7,2.1
9581, A Class,2015,15500,Automatic,48266,Diesel,20,67.3,2.1
9582, GL Class,2016,15000,Manual,42320,Diesel,20,64.2,2.1
9583, E Class,2013,13300,Automatic,42742,Diesel,125,57.7,2.1
9584, C Class,2019,44990,Automatic,19999,Petrol,145,28.5,4.0
9585, C Class,2019,54990,Automatic,1600,Petrol,150,28.5,4.0
9586, C Class,2018,33490,Automatic,22000,Petrol,150,29.4,3.0
9587, A Class,2007,2995,Manual,60000,Diesel,115,57.6,2.0
9588, C Class,2015,15995,Automatic,46221,Diesel,20,64.2,2.1
9589, CLS Class,2018,54990,Automatic,9300,Petrol,145,32.5,3.0
9590, E Class,2018,63990,Automatic,28300,Petrol,145,30.1,4.0
9591, GLE Class,2016,37490,Automatic,31500,Petrol,325,31.7,3.0
9592, GLC Class,2019,55990,Automatic,400,Petrol,145,27.4,4.0
9593, GLC Class,2019,56990,Automatic,350,Petrol,145,27.4,4.0
9594, GLC Class,2019,54990,Automatic,350,Petrol,145,27.4,4.0
9595, CLS Class,2016,17990,Automatic,39200,Diesel,125,57.7,2.1
9596, C Class,2014,17990,Automatic,41011,Petrol,150,49.6,2.0
9597, CLS Class,2012,12490,Automatic,66880,Diesel,200,46.3,3.0
9598, C Class,2016,14477,Automatic,72000,Diesel,30,65.7,1.6
9599, C Class,2013,10977,Automatic,72000,Diesel,145,54.3,2.1
9600, A Class,2014,9977,Manual,55000,Diesel,0,78.5,1.5
9601, B Class,2016,13977,Automatic,34000,Diesel,20,68.9,1.5
9602, A Class,2017,13477,Manual,40000,Diesel,0,80.7,1.5
9603, A Class,2017,13477,Manual,43000,Diesel,0,80.7,1.5
9604, E Class,2019,29477,Automatic,14000,Diesel,150,53.3,2.0
9605, C Class,2016,17977,Automatic,40000,Diesel,30,64.2,1.6
9606, S Class,2009,7724,Automatic,122000,Diesel,325,36.7,3.0
9607, C Class,2016,11016,Manual,67000,Diesel,20,70.6,2.1
9608, A Class,2016,13150,Automatic,39000,Diesel,0,76.4,1.5
9609, CLA Class,2016,17490,Automatic,31959,Petrol,200,42.8,2.0
9610, E Class,2015,14290,Automatic,48285,Diesel,125,58.9,2.1
9611, A Class,2014,10490,Automatic,53251,Diesel,20,68.9,1.5
9612, C Class,2018,26000,Automatic,17250,Petrol,150,46.3,1.5
9613, C Class,2017,18999,Automatic,38000,Hybrid,0,134.5,2.0
9614, C Class,2009,4343,Automatic,120000,Diesel,205,45.6,2.1
9615, C Class,2017,18975,Automatic,42721,Diesel,30,64.2,2.1
9616, CLS Class,2013,12000,Automatic,65000,Diesel,150,54.3,2.1
9617, A Class,2017,15200,Manual,8624,Diesel,150,68.9,2.1
9618, A Class,2016,17500,Automatic,29712,Diesel,20,68.9,0.0
9619, A Class,2018,20500,Automatic,13386,Petrol,145,53.3,0.0
9620, C Class,2014,12500,Automatic,35345,Diesel,145,53.3,2.1
9621, A Class,2018,18000,Automatic,18347,Diesel,150,65.7,0.0
9622, E Class,2015,15000,Automatic,36013,Diesel,125,61.4,2.1
9623, GLA Class,2015,16800,Automatic,22519,Diesel,125,55.4,2.1
9624, B Class,2017,12495,Manual,10000,Diesel,145,70.6,1.5
9625, E Class,2014,13995,Automatic,37000,Diesel,150,58.9,2.1
9626, C Class,2015,14495,Manual,23146,Petrol,115,52.3,2.0
9627, C Class,2016,16475,Automatic,34452,Diesel,30,64.2,2.1
9628, GL Class,2015,24975,Automatic,85437,Diesel,325,36.2,3.0
9629, A Class,2017,15975,Semi-Auto,20932,Diesel,150,70.6,2.1
9630, C Class,2015,16495,Automatic,41130,Hybrid,0,134.5,2.0
9631, C Class,2017,17795,Automatic,37778,Diesel,150,64.2,2.1
9632, GLC Class,2017,28995,Automatic,30808,Diesel,150,56.5,2.1
9633, C Class,2017,17875,Automatic,44325,Diesel,30,64.2,2.1
9634, E Class,2017,18475,Automatic,64327,Diesel,150,65.7,2.0
9635, A Class,2017,16975,Semi-Auto,14578,Diesel,145,68.9,2.1
9636, E Class,2016,17475,Automatic,42795,Diesel,20,72.4,2.0
9637, CLS Class,2013,14495,Automatic,43939,Diesel,190,46.3,3.0
9638, CLS Class,2016,23995,Automatic,13062,Diesel,150,51.4,3.0
9639, S Class,2018,59995,Automatic,2802,Diesel,140,52.3,2.9
9640, C Class,2015,15995,Automatic,39000,Diesel,30,64.2,1.6
9641, GLA Class,2015,15275,Semi-Auto,43443,Diesel,20,64.2,2.1
9642, CLS Class,2013,12975,Automatic,72216,Diesel,200,46.3,3.0
9643, E Class,2017,20475,Automatic,21851,Diesel,30,65.7,2.0
9644, CLS Class,2014,11975,Automatic,100552,Diesel,200,46.3,3.0
9645, CLS Class,2013,12475,Automatic,91554,Diesel,200,46.3,3.0
9646, C Class,2016,15675,Manual,39287,Diesel,20,68.9,2.1
9647, GLA Class,2015,15500,Manual,48366,Diesel,20,62.8,2.1
9648, E Class,2014,14000,Automatic,43413,Diesel,145,58.9,2.1
9649, A Class,2017,19500,Automatic,6482,Diesel,145,68.9,2.1
9650, GLA Class,2016,18700,Other,30895,Other,125,56.5,0.0
9651, B Class,2017,13800,Manual,18400,Diesel,145,68.9,1.5
9652, GLA Class,2016,18400,Automatic,27941,Diesel,125,56.6,2.1
9653, A Class,2015,14400,Manual,27442,Diesel,20,70.6,1.5
9654, A Class,2016,17800,Automatic,21913,Diesel,20,68.9,0.0
9655, B Class,2016,12800,Manual,22544,Diesel,20,68.9,1.5
9656, E Class,2015,15000,Automatic,76667,Diesel,145,54.3,3.0
9657, C Class,2012,11000,Automatic,43426,Petrol,160,44.8,1.6
9658, CL Class,2015,15700,Automatic,38600,Diesel,20,70.6,2.1
9659, C Class,2016,13300,Manual,42622,Diesel,20,70.6,2.1
9660, A Class,2016,16700,Automatic,26979,Diesel,20,68.9,2.1
9661, C Class,2016,16000,Manual,34903,Diesel,20,68.9,2.1
9662, GLA Class,2015,16800,Automatic,38615,Diesel,20,62.8,2.1
9663, A Class,2016,14800,Manual,43461,Diesel,30,62.8,2.1
9664, A Class,2015,13300,Automatic,27850,Diesel,20,68.9,1.5
9665, CL Class,2015,16600,Manual,34336,Petrol,145,48.7,1.6
9666, M Class,2013,17500,Automatic,84000,Diesel,205,44.8,2.1
9667, C Class,2014,15650,Automatic,32000,Diesel,20,64.2,2.1
9668, C Class,2015,14850,Automatic,90000,Diesel,30,61.4,2.1
9669, M Class,2010,8990,Automatic,128000,Diesel,555,32.5,3.0
9670, A Class,2017,16500,Manual,27000,Petrol,125,51.4,1.6
9671, A Class,2018,21950,Semi-Auto,28000,Petrol,145,42.8,2.0
9672, C Class,2017,19950,Automatic,23000,Diesel,145,61.4,2.1
9673, A Class,2016,13450,Manual,43000,Diesel,20,72.4,1.5
9674, A Class,2016,15950,Semi-Auto,48000,Diesel,20,74.3,1.5
9675, E Class,2016,18500,Automatic,49000,Diesel,20,72.4,2.0
9676, A Class,2016,12400,Semi-Auto,72000,Diesel,0,76.4,1.5
9677, A Class,2017,17500,Semi-Auto,19000,Petrol,125,53.3,1.6
9678, C Class,2017,16500,Automatic,75000,Diesel,30,64.2,1.6
9679, GLE Class,2016,28500,Automatic,20000,Diesel,205,47.9,2.1
9680, A Class,2017,14500,Semi-Auto,26000,Diesel,150,76.4,1.5
9681, A Class,2017,17250,Semi-Auto,35000,Diesel,20,68.9,2.1
9682, C Class,2016,16450,Automatic,70000,Diesel,30,64.2,2.1
9683, CL Class,2016,17950,Semi-Auto,58000,Diesel,20,67.3,2.1
9684, C Class,2013,11350,Automatic,69000,Diesel,145,54.3,2.1
9685, A Class,2017,16450,Manual,17000,Diesel,20,68.9,1.5
9686, E Class,2017,20990,Automatic,25000,Diesel,145,65.7,2.0
9687, A Class,2016,13950,Manual,62000,Diesel,20,68.9,1.5
9688, C Class,2014,12900,Automatic,41000,Petrol,160,44.8,1.6
9689, CL Class,2015,16250,Manual,37000,Petrol,125,50.4,1.6
9690, M Class,2011,13150,Automatic,75000,Diesel,555,31.0,3.0
9691, E Class,2016,18500,Automatic,50000,Diesel,20,72.4,2.0
9692, A Class,2016,13990,Manual,63000,Diesel,30,62.8,2.1
9693, C Class,2013,23990,Automatic,44000,Petrol,570,23.5,6.2
9694, C Class,2015,17250,Automatic,30000,Diesel,30,64.2,2.1
9695, C Class,2015,14200,Automatic,22000,Petrol,160,44.8,1.6
9696, A Class,2013,10650,Manual,49000,Diesel,20,72.4,1.5
9697, C Class,2017,22950,Automatic,19000,Petrol,150,47.1,2.0
9698, E Class,2017,21500,Automatic,25000,Diesel,150,61.4,2.0
9699, C Class,2013,10500,Automatic,90000,Diesel,145,54.3,2.1
9700, A Class,2017,17500,Manual,24000,Petrol,145,49.6,1.6
9701, C Class,2012,8490,Automatic,54000,Diesel,145,56.5,2.1
9702, E Class,2017,18990,Automatic,23000,Diesel,145,72.4,2.0
9703, A Class,2016,14990,Manual,28000,Diesel,30,62.8,2.1
9704, A Class,2016,12490,Automatic,37000,Diesel,20,74.3,1.5
9705, C Class,2016,16475,Manual,40569,Diesel,20,68.9,2.1
9706, A Class,2016,14475,Manual,35847,Diesel,30,62.8,2.1
9707, CL Class,2015,14990,Automatic,39000,Diesel,30,62.8,2.1
9708, CL Class,2016,15990,Manual,33000,Diesel,20,67.3,2.1
9709, CLS Class,2015,16490,Automatic,54000,Diesel,145,56.5,2.1
9710, C Class,2015,11490,Manual,80000,Petrol,125,52.3,2.0
9711, A Class,2017,14490,Manual,23000,Diesel,30,62.8,2.1
9712, A Class,2016,12990,Automatic,34000,Diesel,0,74.3,2.1
9713, A Class,2017,15490,Automatic,23000,Diesel,145,68.9,2.1
9714, CL Class,2016,16490,Manual,43000,Diesel,20,67.3,2.1
9715, C Class,2014,9990,Automatic,78000,Diesel,145,53.3,2.1
9716, C Class,2015,11990,Automatic,47000,Diesel,145,53.3,2.1
9717, E Class,2015,14990,Automatic,33000,Diesel,125,61.4,2.1
9718, E Class,2015,13990,Automatic,46000,Diesel,125,61.4,2.1
9719, C Class,2017,20990,Automatic,18000,Diesel,145,58.9,2.1
9720, A Class,2016,14990,Manual,31000,Diesel,30,62.8,2.1
9721, A Class,2016,10490,Manual,63000,Diesel,0,80.7,1.5
9722, A Class,2015,10490,Manual,82000,Diesel,30,62.8,2.1
9723, C Class,2015,14490,Automatic,64000,Diesel,30,64.2,2.1
9724, E Class,2013,9990,Automatic,82000,Diesel,200,47.1,3.0
9725, E Class,2017,18990,Automatic,31000,Diesel,145,65.7,2.0
9726, C Class,2016,15990,Automatic,65000,Diesel,30,64.2,2.1
9727, A Class,2016,13950,Automatic,40000,Diesel,20,74.3,1.5
9728, E Class,2015,13990,Automatic,37000,Diesel,125,57.7,2.1
9729, CL Class,2016,13490,Manual,42000,Diesel,20,67.3,2.1
9730, C Class,2012,8990,Automatic,91000,Diesel,145,54.3,2.1
9731, A Class,2016,12490,Manual,18000,Diesel,0,80.7,1.5
9732, CL Class,2015,12990,Manual,45000,Diesel,20,64.2,2.1
9733, C Class,2014,12990,Automatic,76000,Diesel,30,64.2,2.1
9734, C Class,2016,15975,Manual,37419,Petrol,125,51.4,2.0
9735, E Class,2013,15775,Automatic,45378,Diesel,200,45.6,3.0
9736, E Class,2015,15275,Automatic,35987,Diesel,125,61.4,2.1
9737, CL Class,2013,14175,Semi-Auto,62957,Diesel,30,62.8,2.1
9738, GLC Class,2017,20475,Automatic,70024,Diesel,125,56.5,2.1
9739, A Class,2017,15475,Semi-Auto,43436,Diesel,20,74.3,1.5
9740, GL Class,2015,28975,Automatic,51081,Diesel,325,36.2,3.0
9741, GLA Class,2016,14995,Semi-Auto,70002,Diesel,125,56.6,2.1
9742, A Class,2016,12990,Manual,44000,Diesel,20,68.9,1.5
9743, C Class,2013,10490,Automatic,50000,Diesel,145,54.3,2.1
9744, E Class,2016,18750,Automatic,53000,Diesel,20,67.3,2.0
9745, C Class,2016,17850,Automatic,38000,Diesel,30,64.2,2.1
9746, E Class,2017,20250,Automatic,40000,Diesel,145,65.7,2.0
9747, CL Class,2015,16999,Manual,27000,Diesel,30,64.2,2.1
9748, A Class,2016,15900,Manual,17000,Diesel,30,62.8,2.1
9749, SLK,2015,12990,Automatic,40000,Diesel,145,56.5,2.1
9750, A Class,2014,8990,Manual,58000,Diesel,20,72.4,1.5
9751, A Class,2016,9990,Manual,82000,Diesel,0,80.7,1.5
9752, E Class,2013,11990,Automatic,52000,Diesel,125,57.7,2.1
9753, C Class,2012,7490,Automatic,96000,Diesel,145,55.4,2.1
9754, C Class,2013,8990,Automatic,89000,Diesel,145,54.3,2.1
9755, C Class,2014,8990,Automatic,80000,Diesel,145,56.5,2.1
9756, CL Class,2016,14990,Manual,53000,Petrol,125,51.4,1.6
9757, E Class,2013,11990,Automatic,74000,Diesel,200,47.1,3.0
9758, E Class,2014,14490,Automatic,29000,Diesel,160,49.6,3.0
9759, C Class,2015,13990,Automatic,29000,Diesel,20,64.2,2.1
9760, CL Class,2017,15990,Manual,25000,Petrol,145,51.4,1.6
9761, C Class,2017,17990,Automatic,26000,Diesel,145,60.1,2.1
9762, A Class,2017,14990,Manual,23000,Petrol,145,49.6,1.6
9763, GL Class,2017,27990,Automatic,28000,Diesel,200,47.9,2.1
9764, E Class,2015,14990,Automatic,43000,Diesel,125,57.7,2.1
9765, C Class,2016,16990,Automatic,29000,Diesel,30,64.2,2.1
9766, E Class,2014,13990,Automatic,21000,Diesel,125,57.7,2.1
9767, C Class,2015,39990,Automatic,32000,Petrol,300,34.5,4.0
9768, A Class,2016,12990,Manual,42000,Petrol,145,49.6,1.6
9769, GL Class,2016,30990,Automatic,72000,Diesel,300,39.2,3.0
9770, A Class,2016,12990,Automatic,44000,Diesel,20,74.3,1.5
9771, M Class,2011,10990,Automatic,69000,Diesel,555,32.5,3.0
9772, C Class,2015,13990,Automatic,50000,Petrol,125,52.3,2.0
9773, A Class,2016,13490,Manual,35000,Petrol,145,49.6,1.6
9774, C Class,2015,14990,Automatic,39000,Diesel,20,64.2,2.1
9775, C Class,2014,14990,Automatic,54000,Diesel,30,64.2,2.1
9776, CL Class,2017,14990,Automatic,20000,Diesel,145,70.6,2.1
9777, C Class,2013,8990,Manual,74000,Petrol,160,44.1,1.6
9778, C Class,2016,15990,Automatic,17000,Petrol,125,52.3,2.0
9779, A Class,2016,13490,Automatic,47000,Diesel,20,74.3,1.5
9780, A Class,2014,10990,Manual,37000,Petrol,145,48.7,1.6
9781, E Class,2017,21990,Automatic,27000,Diesel,30,65.7,2.0
9782, C Class,2017,33990,Automatic,30000,Petrol,145,33.6,4.0
9783, E Class,2016,16490,Automatic,29000,Diesel,125,58.9,2.1
9784, E Class,2014,12490,Automatic,71000,Diesel,145,57.7,2.1
9785, C Class,2015,16990,Automatic,42000,Diesel,125,60.1,2.1
9786, CL Class,2016,16990,Automatic,27000,Diesel,20,67.3,2.1
9787, CL Class,2016,16490,Automatic,46000,Diesel,20,67.3,2.1
9788, C Class,2016,15990,Automatic,44000,Diesel,30,64.2,1.6
9789, C Class,2015,12990,Automatic,87000,Diesel,30,64.2,2.1
9790, E Class,2017,19990,Automatic,32000,Diesel,30,65.7,2.0
9791, A Class,2017,14990,Automatic,39000,Diesel,145,68.9,2.1
9792, C Class,2016,17990,Automatic,57000,Diesel,20,67.3,2.1
9793, A Class,2016,13990,Automatic,40000,Diesel,20,74.3,1.5
9794, A Class,2016,12990,Manual,36000,Diesel,20,68.9,1.5
9795, A Class,2016,13990,Manual,26000,Diesel,20,68.9,1.5
9796, CLS Class,2015,18990,Automatic,20000,Diesel,125,57.7,2.1
9797, GL Class,2017,18990,Automatic,19000,Diesel,145,56.5,2.1
9798, C Class,2015,16990,Automatic,40000,Diesel,30,64.2,2.1
9799, C Class,2015,12990,Automatic,96000,Diesel,30,61.4,2.1
9800, C Class,2015,15500,Automatic,64000,Diesel,30,64.2,2.1
9801, C Class,2013,7250,Manual,106000,Diesel,30,64.2,2.1
9802, A Class,2017,17600,Manual,11000,Petrol,145,51.4,1.6
9803, C Class,2016,22990,Automatic,18000,Diesel,20,67.3,2.1
9804, M Class,2015,23750,Automatic,21000,Diesel,305,39.2,3.0
9805, A Class,2015,12595,Automatic,49757,Diesel,20,68.9,1.5
9806, E Class,2016,18990,Automatic,25000,Diesel,30,65.7,2.0
9807, C Class,2015,16490,Automatic,37000,Diesel,30,64.2,2.1
9808, E Class,2015,15990,Automatic,53000,Diesel,145,54.3,3.0
9809, E Class,2014,12990,Automatic,44000,Diesel,125,58.9,2.1
9810, A Class,2017,13990,Manual,28000,Diesel,145,68.9,1.5
9811, CLS Class,2016,16990,Automatic,48000,Diesel,125,57.7,2.1
9812, A Class,2016,12490,Manual,43000,Diesel,20,68.9,1.5
9813, C Class,2015,13990,Automatic,67000,Diesel,30,61.4,2.1
9814, C Class,2016,13490,Automatic,79000,Diesel,20,64.2,2.1
9815, CL Class,2016,16990,Automatic,51000,Diesel,125,58.9,2.1
9816, CL Class,2018,16490,Automatic,25000,Diesel,145,67.3,2.1
9817, E Class,2018,21990,Automatic,25000,Diesel,145,65.7,2.0
9818, A Class,2014,9490,Automatic,74000,Diesel,30,68.9,1.5
9819, E Class,2013,10990,Automatic,64000,Diesel,145,54.3,2.1
9820, E Class,2017,32990,Automatic,42000,Petrol,145,33.6,3.0
9821, C Class,2017,17490,Automatic,31000,Diesel,145,61.4,2.1
9822, A Class,2016,13990,Manual,34000,Diesel,30,62.8,2.1
9823, A Class,2016,12990,Manual,35000,Diesel,20,68.9,1.5
9824, E Class,2015,13990,Automatic,34000,Diesel,125,58.9,2.1
9825, C Class,2014,12990,Manual,52000,Diesel,20,68.9,2.1
9826, CL Class,2014,12990,Manual,64000,Petrol,125,50.4,1.6
9827, E Class,2014,12490,Automatic,59000,Diesel,125,57.7,2.1
9828, A Class,2018,15990,Manual,16000,Petrol,145,51.4,1.6
9829, E Class,2017,18490,Automatic,23000,Diesel,125,58.9,2.1
9830, E Class,2017,20490,Automatic,30000,Diesel,30,65.7,2.0
9831, E Class,2016,16990,Automatic,67000,Diesel,30,65.7,2.0
9832, A Class,2015,11490,Manual,26000,Diesel,20,70.6,1.5
9833, C Class,2015,14490,Automatic,78000,Diesel,30,64.2,2.1
9834, E Class,2018,24990,Automatic,23000,Diesel,145,57.7,2.0
9835, E Class,2016,15990,Automatic,72000,Diesel,30,65.7,2.0
9836, C Class,2014,9990,Automatic,60000,Diesel,145,53.3,2.1
9837, E Class,2016,17990,Automatic,39000,Diesel,30,65.7,2.0
9838, C Class,2013,9490,Automatic,68000,Diesel,145,53.3,2.1
9839, C Class,2015,13990,Automatic,42000,Diesel,20,65.7,2.1
9840, C Class,2016,19990,Automatic,50000,Diesel,30,65.7,2.1
9841, A Class,2016,12990,Manual,45000,Diesel,20,68.9,1.5
9842, GL Class,2015,16990,Automatic,27000,Diesel,125,55.4,2.1
9843, C Class,2016,19990,Automatic,35000,Diesel,20,67.3,2.1
9844, CL Class,2015,15990,Automatic,52000,Diesel,20,62.8,2.1
9845, A Class,2016,15490,Automatic,35000,Petrol,125,52.3,1.6
9846, A Class,2015,12490,Manual,35000,Diesel,30,62.8,2.1
9847, A Class,2016,13990,Automatic,40000,Diesel,20,68.9,2.1
9848, A Class,2014,10990,Manual,42000,Diesel,20,70.6,1.5
9849, GL Class,2016,27990,Automatic,36000,Diesel,235,42.8,3.0
9850, CL Class,2016,16990,Automatic,21000,Diesel,20,70.6,2.1
9851, CL Class,2016,13990,Manual,72000,Petrol,125,51.4,1.6
9852, E Class,2013,12990,Automatic,43000,Diesel,145,54.3,2.1
9853, CL Class,2015,15990,Automatic,53000,Diesel,30,62.8,2.1
9854, C Class,2017,15990,Automatic,49000,Diesel,145,61.4,2.1
9855, E Class,2015,11990,Automatic,87000,Diesel,125,57.7,2.1
9856, A Class,2017,14990,Manual,29000,Petrol,145,49.6,1.6
9857, A Class,2018,19990,Automatic,16000,Diesel,145,67.3,1.5
9858, CL Class,2018,21990,Automatic,17000,Diesel,145,52.3,2.1
9859, E Class,2013,11990,Automatic,50000,Diesel,145,54.3,2.1
9860, A Class,2015,11490,Automatic,83000,Diesel,20,67.3,2.1
9861, E Class,2015,16490,Automatic,31000,Diesel,125,57.7,2.1
9862, E Class,2018,23990,Automatic,24000,Diesel,145,51.4,3.0
9863, GL Class,2017,27990,Automatic,24000,Diesel,200,47.9,2.1
9864, C Class,2016,18990,Automatic,38000,Diesel,30,65.7,2.1
9865, E Class,2016,15490,Automatic,31000,Diesel,125,61.4,2.1
9866, A Class,2015,10490,Automatic,64000,Diesel,20,68.9,1.5
9867, C Class,2013,8990,Automatic,49000,Petrol,160,46.3,1.6
9868, CL Class,2015,13990,Automatic,64000,Diesel,20,67.3,2.1
9869, E Class,2015,14990,Automatic,36000,Diesel,125,61.4,2.1
9870, A Class,2015,11490,Manual,49000,Diesel,20,70.6,1.5
9871, E Class,2015,14490,Automatic,39000,Diesel,125,61.4,2.1
9872, E Class,2017,23499,Automatic,21695,Diesel,145,57.7,2.0
9873, A Class,2015,12299,Automatic,46499,Diesel,20,68.9,2.1
9874, A Class,2016,15999,Automatic,34651,Diesel,20,74.3,1.5
9875, B Class,2014,7891,Automatic,76679,Diesel,20,68.9,1.5
9876, A Class,2016,13799,Automatic,26721,Petrol,30,55.4,1.6
9877, A Class,2014,10620,Automatic,63212,Diesel,30,65.7,1.8
9878, C Class,2017,21999,Automatic,14709,Petrol,145,48.7,2.0
9879, A Class,2014,11675,Automatic,63767,Diesel,30,64.2,1.8
9880, E Class,2015,16786,Automatic,45847,Diesel,145,54.3,3.0
9881, A Class,2018,19412,Automatic,4578,Diesel,145,65.7,1.5
9882, C Class,2014,15490,Automatic,50000,Diesel,30,64.2,2.1
9883, E Class,2017,19990,Automatic,25000,Diesel,145,65.7,2.0
